clip_id,file_name,file_path,speaker_id,utterance_id,emotion_code,emotion,intensity_code,intensity,sample_rate,channels,sample_width_bytes,num_frames,duration_sec,split
1002_IEO_FEA_MD,1002_IEO_FEA_MD.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IEO_FEA_MD.wav,1002,IEO,FEA,fear,MD,medium,16000,1,2,30964,1.93525,train
1002_IEO_HAP_HI,1002_IEO_HAP_HI.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IEO_HAP_HI.wav,1002,IEO,HAP,happy,HI,high,16000,1,2,40040,2.5025,train
1002_IEO_HAP_LO,1002_IEO_HAP_LO.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IEO_HAP_LO.wav,1002,IEO,HAP,happy,LO,low,16000,1,2,45379,2.836187,train
1002_IEO_HAP_MD,1002_IEO_HAP_MD.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IEO_HAP_MD.wav,1002,IEO,HAP,happy,MD,medium,16000,1,2,36303,2.268937,train
1002_IEO_NEU_XX,1002_IEO_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IEO_NEU_XX.wav,1002,IEO,NEU,neutral,XX,unspecified,16000,1,2,41108,2.56925,train
1002_IEO_SAD_HI,1002_IEO_SAD_HI.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IEO_SAD_HI.wav,1002,IEO,SAD,sad,HI,high,16000,1,2,43777,2.736063,train
1002_IEO_SAD_LO,1002_IEO_SAD_LO.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IEO_SAD_LO.wav,1002,IEO,SAD,sad,LO,low,16000,1,2,36303,2.268937,train
1002_IEO_SAD_MD,1002_IEO_SAD_MD.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IEO_SAD_MD.wav,1002,IEO,SAD,sad,MD,medium,16000,1,2,37905,2.369063,train
1002_IOM_ANG_XX,1002_IOM_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IOM_ANG_XX.wav,1002,IOM,ANG,angry,XX,unspecified,16000,1,2,45379,2.836187,train
1002_IOM_DIS_XX,1002_IOM_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IOM_DIS_XX.wav,1002,IOM,DIS,disgust,XX,unspecified,16000,1,2,44311,2.769437,train
1002_IOM_FEA_XX,1002_IOM_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IOM_FEA_XX.wav,1002,IOM,FEA,fear,XX,unspecified,16000,1,2,41642,2.602625,train
1002_IOM_HAP_XX,1002_IOM_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IOM_HAP_XX.wav,1002,IOM,HAP,happy,XX,unspecified,16000,1,2,37371,2.335688,train
1002_IOM_NEU_XX,1002_IOM_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IOM_NEU_XX.wav,1002,IOM,NEU,neutral,XX,unspecified,16000,1,2,37371,2.335688,train
1002_IOM_SAD_XX,1002_IOM_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_IOM_SAD_XX.wav,1002,IOM,SAD,sad,XX,unspecified,16000,1,2,42709,2.669313,train
1002_ITH_ANG_XX,1002_ITH_ANG_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_ITH_ANG_XX.wav,1002,ITH,ANG,angry,XX,unspecified,16000,1,2,46980,2.93625,train
1002_ITH_DIS_XX,1002_ITH_DIS_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_ITH_DIS_XX.wav,1002,ITH,DIS,disgust,XX,unspecified,16000,1,2,60861,3.803812,train
1002_ITH_FEA_XX,1002_ITH_FEA_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_ITH_FEA_XX.wav,1002,ITH,FEA,fear,XX,unspecified,16000,1,2,56056,3.5035,train
1002_ITH_HAP_XX,1002_ITH_HAP_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_ITH_HAP_XX.wav,1002,ITH,HAP,happy,XX,unspecified,16000,1,2,44311,2.769437,train
1002_ITH_NEU_XX,1002_ITH_NEU_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_ITH_NEU_XX.wav,1002,ITH,NEU,neutral,XX,unspecified,16000,1,2,40040,2.5025,train
1002_ITH_SAD_XX,1002_ITH_SAD_XX.wav,/mnt/c/Desktop/Projects/speech emotion detection system/AudioWAV/1002_ITH_SAD_XX.wav,1002,ITH,SAD,sad,XX,unspecified,16000,1,2,43777,2.736063,train
